{'epsilon': 0.1, 'lr': 0.001, 'wlr': 1e-05, 'w_reg': 60.0, 'test-acc': 0.94978976, 'test gap-rms-sextuality': 0.03753009, 'test gap-rms-gender-identity': 0.10757718, 'test gap-rms-religion': 0.30905595, 'test gap-rms-race': 0.059858873, 'test bal-acc': 0.824521, 'fpr': 0.33038055896759033, 'fnr': 0.020577418, 'fpr-sextuality': 0.3055555820465088, 'fnr-sextuality': 0.06640625, 'fpr-gender-identity': 0.476190447807312, 'fnr-gender-identity': 0.017294627, 'fpr-religion': 0.760000005364418, 'fnr-religion': 0.005076142, 'fpr-race': 0.41059601306915283, 'fnr-race': 0.026850509}
{'epsilon': 0.001, 'lr': 0.001, 'wlr': 0.001, 'w_reg': 80.0, 'test-acc': 0.9525513, 'test gap-rms-sextuality': 0.09237222, 'test gap-rms-gender-identity': 0.10956101, 'test gap-rms-religion': 0.19019818, 'test gap-rms-race': 0.055786777, 'test bal-acc': 0.8237008, 'fpr': 0.335629940032959, 'fnr': 0.016968561, 'fpr-sextuality': 0.2222222089767456, 'fnr-sextuality': 0.0703125, 'fpr-gender-identity': 0.4841269850730896, 'fnr-gender-identity': 0.020382952, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.0067681894, 'fpr-race': 0.41059601306915283, 'fnr-race': 0.015239477}
{'epsilon': 0.001, 'lr': 0.001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.9550618, 'test gap-rms-sextuality': 0.03255249, 'test gap-rms-gender-identity': 0.130223, 'test gap-rms-religion': 0.25632316, 'test gap-rms-race': 0.07467081, 'test bal-acc': 0.83051634, 'fpr': 0.32349079847335815, 'fnr': 0.015476438, 'fpr-sextuality': 0.2916666865348816, 'fnr-sextuality': 0.046875, 'fpr-gender-identity': 0.5, 'fnr-gender-identity': 0.01173564, 'fpr-religion': 0.6800000071525574, 'fnr-religion': 0.010152284, 'fpr-race': 0.42384105920791626, 'fnr-race': 0.017416546}
{'epsilon': 0.1, 'lr': 0.0001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.9482521, 'test gap-rms-sextuality': 0.057624962, 'test gap-rms-gender-identity': 0.12832147, 'test gap-rms-religion': 0.19716477, 'test gap-rms-race': 0.053047705, 'test bal-acc': 0.82557786, 'fpr': 0.3261154890060425, 'fnr': 0.02272885, 'fpr-sextuality': 0.2777777910232544, 'fnr-sextuality': 0.0859375, 'fpr-gender-identity': 0.5, 'fnr-gender-identity': 0.017294627, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.008460237, 'fpr-race': 0.3973509669303894, 'fnr-race': 0.019593613}
{'epsilon': 0.001, 'lr': 1e-05, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.94828343, 'test gap-rms-sextuality': 0.041978564, 'test gap-rms-gender-identity': 0.15337951, 'test gap-rms-religion': 0.19356331, 'test gap-rms-race': 0.07850888, 'test bal-acc': 0.7698523, 'fpr': 0.45078742504119873, 'fnr': 0.009507947, 'fpr-sextuality': 0.3958333134651184, 'fnr-sextuality': 0.0234375, 'fpr-gender-identity': 0.658730149269104, 'fnr-gender-identity': 0.008647313, 'fpr-religion': 0.7199999988079071, 'fnr-religion': 0.005076142, 'fpr-race': 0.556291401386261, 'fnr-race': 0.007256894}
{'epsilon': 0.001, 'lr': 1e-05, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.09615264, 'test gap-rms-sextuality': 0.0010926048, 'test gap-rms-gender-identity': 0.0010988005, 'test gap-rms-religion': 0.0010682285, 'test gap-rms-race': 0.001104007, 'test bal-acc': 0.49969086, 'fpr': 0.0013123154640197754, 'fnr': 0.99930596, 'fpr-sextuality': 0.0, 'fnr-sextuality': 1.0, 'fpr-gender-identity': 0.0, 'fnr-gender-identity': 1.0, 'fpr-religion': 0.0, 'fnr-religion': 1.0, 'fpr-race': 0.0, 'fnr-race': 1.0}
{'epsilon': 0.01, 'lr': 0.001, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.95383793, 'test gap-rms-sextuality': 0.063320115, 'test gap-rms-gender-identity': 0.13745447, 'test gap-rms-religion': 0.17738922, 'test gap-rms-race': 0.09186601, 'test bal-acc': 0.81649077, 'fpr': 0.35334646701812744, 'fnr': 0.013672011, 'fpr-sextuality': 0.2847222089767456, 'fnr-sextuality': 0.06640625, 'fpr-gender-identity': 0.539682537317276, 'fnr-gender-identity': 0.011117974, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.0067681894, 'fpr-race': 0.4768211841583252, 'fnr-race': 0.01233672}
{'epsilon': 0.01, 'lr': 1e-05, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.92524946, 'test gap-rms-sextuality': 0.026035689, 'test gap-rms-gender-identity': 0.05715845, 'test gap-rms-religion': 0.112315014, 'test gap-rms-race': 0.0018389687, 'test bal-acc': 0.6171733, 'fpr': 0.7637795209884644, 'fnr': 0.0018738288, 'fpr-sextuality': 0.7291666567325592, 'fnr-sextuality': 0.0078125, 'fpr-gender-identity': 0.8412698358297348, 'fnr-gender-identity': 0.002470661, 'fpr-religion': 0.9200000017881393, 'fnr-religion': 0.0, 'fpr-race': 0.7615894079208374, 'fnr-race': 0.0007256894}
{'epsilon': 0.001, 'lr': 0.0001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.9481893, 'test gap-rms-sextuality': 0.041298408, 'test gap-rms-gender-identity': 0.12052193, 'test gap-rms-religion': 0.22093596, 'test gap-rms-race': 0.077591605, 'test bal-acc': 0.8136611, 'fpr': 0.35269027948379517, 'fnr': 0.019987509, 'fpr-sextuality': 0.3194444179534912, 'fnr-sextuality': 0.06640625, 'fpr-gender-identity': 0.5158730149269104, 'fnr-gender-identity': 0.01173564, 'fpr-religion': 0.6599999964237213, 'fnr-religion': 0.016920473, 'fpr-race': 0.45695364475250244, 'fnr-race': 0.017416546}
{'epsilon': 0.001, 'lr': 0.0001, 'wlr': 0.001, 'w_reg': 80.0, 'test-acc': 0.9479696, 'test gap-rms-sextuality': 0.07757079, 'test gap-rms-gender-identity': 0.13987456, 'test gap-rms-religion': 0.19419973, 'test gap-rms-race': 0.07955391, 'test bal-acc': 0.81471324, 'fpr': 0.35006558895111084, 'fnr': 0.020508016, 'fpr-sextuality': 0.2638888955116272, 'fnr-sextuality': 0.08203125, 'fpr-gender-identity': 0.539682537317276, 'fnr-gender-identity': 0.017912291, 'fpr-religion': 0.6200000047683716, 'fnr-religion': 0.010152284, 'fpr-race': 0.45695364475250244, 'fnr-race': 0.017416546}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 0.01, 'w_reg': 80.0, 'test-acc': 0.9535241, 'test gap-rms-sextuality': 0.060295653, 'test gap-rms-gender-identity': 0.13654977, 'test gap-rms-religion': 0.22806758, 'test gap-rms-race': 0.08015489, 'test bal-acc': 0.8299596, 'fpr': 0.32283467054367065, 'fnr': 0.017246166, 'fpr-sextuality': 0.25, 'fnr-sextuality': 0.0546875, 'fpr-gender-identity': 0.5079365074634552, 'fnr-gender-identity': 0.0142063005, 'fpr-religion': 0.6399999856948853, 'fnr-religion': 0.010152284, 'fpr-race': 0.4304635524749756, 'fnr-race': 0.01233672}
{'epsilon': 0.01, 'lr': 1e-05, 'wlr': 0.001, 'w_reg': 80.0, 'test-acc': 0.912132, 'test gap-rms-sextuality': 0.021833314, 'test gap-rms-gender-identity': 0.03684073, 'test gap-rms-religion': 0.029973038, 'test gap-rms-race': 0.0016538166, 'test bal-acc': 0.5408291, 'fpr': 0.9183070883154869, 'fnr': 3.4700533e-05, 'fpr-sextuality': 0.8888888880610466, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 0.9682539664208889, 'fnr-gender-identity': 0.0, 'fpr-religion': 0.9600000008940697, 'fnr-religion': 0.0, 'fpr-race': 0.9205297976732254, 'fnr-race': 0.0}
{'epsilon': 0.1, 'lr': 0.0001, 'wlr': 0.0001, 'w_reg': 100.0, 'test-acc': 0.9491307, 'test gap-rms-sextuality': 0.035191674, 'test gap-rms-gender-identity': 0.1260449, 'test gap-rms-religion': 0.25829145, 'test gap-rms-race': 0.03744241, 'test bal-acc': 0.81051433, 'fpr': 0.3608924150466919, 'fnr': 0.01807898, 'fpr-sextuality': 0.3402777910232544, 'fnr-sextuality': 0.0625, 'fpr-gender-identity': 0.5317460298538208, 'fnr-gender-identity': 0.014823966, 'fpr-religion': 0.7199999988079071, 'fnr-religion': 0.0067681894, 'fpr-race': 0.41059601306915283, 'fnr-race': 0.010159652}
{'epsilon': 0.01, 'lr': 0.0001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.94690263, 'test gap-rms-sextuality': 0.07866275, 'test gap-rms-gender-identity': 0.11471965, 'test gap-rms-religion': 0.14057125, 'test gap-rms-race': 0.035033982, 'test bal-acc': 0.816617, 'fpr': 0.3444882035255432, 'fnr': 0.022277743, 'fpr-sextuality': 0.2708333134651184, 'fnr-sextuality': 0.1015625, 'fpr-gender-identity': 0.5, 'fnr-gender-identity': 0.02470661, 'fpr-religion': 0.5399999916553497, 'fnr-religion': 0.02538071, 'fpr-race': 0.3907284736633301, 'fnr-race': 0.031204645}
{'epsilon': 0.001, 'lr': 1e-05, 'wlr': 0.01, 'w_reg': 80.0, 'test-acc': 0.94897383, 'test gap-rms-sextuality': 0.14184529, 'test gap-rms-gender-identity': 0.086083606, 'test gap-rms-religion': 0.14757687, 'test gap-rms-race': 0.031230697, 'test bal-acc': 0.76847374, 'fpr': 0.45472443103790283, 'fnr': 0.008328129, 'fpr-sextuality': 0.2708333134651184, 'fnr-sextuality': 0.0625, 'fpr-gender-identity': 0.5714285671710968, 'fnr-gender-identity': 0.009264979, 'fpr-religion': 0.6599999964237213, 'fnr-religion': 0.0067681894, 'fpr-race': 0.49668872356414795, 'fnr-race': 0.009433962}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.95261407, 'test gap-rms-sextuality': 0.048360556, 'test gap-rms-gender-identity': 0.14984569, 'test gap-rms-religion': 0.41386354, 'test gap-rms-race': 0.063964814, 'test bal-acc': 0.81977475, 'fpr': 0.3444882035255432, 'fnr': 0.015962245, 'fpr-sextuality': 0.2847222089767456, 'fnr-sextuality': 0.04296875, 'fpr-gender-identity': 0.5476190447807312, 'fnr-gender-identity': 0.01297097, 'fpr-religion': 0.9200000017881393, 'fnr-religion': 0.0016920473, 'fpr-race': 0.4304635524749756, 'fnr-race': 0.016690856}
{'epsilon': 0.1, 'lr': 1e-05, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.9046319, 'test gap-rms-sextuality': 0.008116469, 'test gap-rms-gender-identity': 0.002177947, 'test gap-rms-religion': 0.0021227356, 'test gap-rms-race': 0.0021967418, 'test bal-acc': 0.5014764, 'fpr': 0.9970472441054881, 'fnr': 0.0, 'fpr-sextuality': 0.9861111110076308, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 1.0, 'fnr-race': 0.0}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 0.001, 'w_reg': 80.0, 'test-acc': 0.95336723, 'test gap-rms-sextuality': 0.05142048, 'test gap-rms-gender-identity': 0.08606382, 'test gap-rms-religion': 0.18178904, 'test gap-rms-race': 0.061717432, 'test bal-acc': 0.792173, 'fpr': 0.4071522355079651, 'fnr': 0.008501631, 'fpr-sextuality': 0.3402777910232544, 'fnr-sextuality': 0.02734375, 'fpr-gender-identity': 0.5238095223903656, 'fnr-gender-identity': 0.0061766524, 'fpr-religion': 0.6599999964237213, 'fnr-religion': 0.005076142, 'fpr-race': 0.4900662302970886, 'fnr-race': 0.005805515}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.9498525, 'test gap-rms-sextuality': 0.076971956, 'test gap-rms-gender-identity': 0.12582825, 'test gap-rms-religion': 0.228769, 'test gap-rms-race': 0.09593357, 'test bal-acc': 0.84626603, 'fpr': 0.28182417154312134, 'fnr': 0.025643695, 'fpr-sextuality': 0.2013888955116272, 'fnr-sextuality': 0.09375, 'fpr-gender-identity': 0.4523809552192688, 'fnr-gender-identity': 0.022235949, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.020304568, 'fpr-race': 0.41059601306915283, 'fnr-race': 0.018867925}
{'epsilon': 0.1, 'lr': 0.0001, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.9424151, 'test gap-rms-sextuality': 0.06747625, 'test gap-rms-gender-identity': 0.062158264, 'test gap-rms-religion': 0.1924044, 'test gap-rms-race': 0.102562, 'test bal-acc': 0.84611475, 'fpr': 0.2729659080505371, 'fnr': 0.034804635, 'fpr-sextuality': 0.2222222089767456, 'fnr-sextuality': 0.11328125, 'fpr-gender-identity': 0.3571428656578064, 'fnr-gender-identity': 0.030883262, 'fpr-religion': 0.5399999916553497, 'fnr-religion': 0.016920473, 'fpr-race': 0.41059601306915283, 'fnr-race': 0.026850509}
{'epsilon': 0.01, 'lr': 0.0001, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.9396536, 'test gap-rms-sextuality': 0.065560706, 'test gap-rms-gender-identity': 0.10455954, 'test gap-rms-religion': 0.25686365, 'test gap-rms-race': 0.05564555, 'test bal-acc': 0.831239, 'fpr': 0.3028215169906616, 'fnr': 0.034700535, 'fpr-sextuality': 0.2638888955116272, 'fnr-sextuality': 0.1171875, 'fpr-gender-identity': 0.4444444179534912, 'fnr-gender-identity': 0.040765904, 'fpr-religion': 0.6599999964237213, 'fnr-religion': 0.02538071, 'fpr-race': 0.37748342752456665, 'fnr-race': 0.039187226}
{'epsilon': 0.001, 'lr': 0.0001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.95082533, 'test gap-rms-sextuality': 0.05915278, 'test gap-rms-gender-identity': 0.12735653, 'test gap-rms-religion': 0.22473171, 'test gap-rms-race': 0.08665085, 'test bal-acc': 0.82641375, 'fpr': 0.32742780447006226, 'fnr': 0.019744605, 'fpr-sextuality': 0.2708333134651184, 'fnr-sextuality': 0.078125, 'fpr-gender-identity': 0.5, 'fnr-gender-identity': 0.0142063005, 'fpr-religion': 0.6399999856948853, 'fnr-religion': 0.015228426, 'fpr-race': 0.443708598613739, 'fnr-race': 0.013062409}
{'epsilon': 0.1, 'lr': 0.0001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.94078326, 'test gap-rms-sextuality': 0.05386528, 'test gap-rms-gender-identity': 0.13784069, 'test gap-rms-religion': 0.1916684, 'test gap-rms-race': 0.04771318, 'test bal-acc': 0.84491915, 'fpr': 0.2736220359802246, 'fnr': 0.036539663, 'fpr-sextuality': 0.2222222089767456, 'fnr-sextuality': 0.08984375, 'fpr-gender-identity': 0.4603174328804016, 'fnr-gender-identity': 0.028412601, 'fpr-religion': 0.5399999916553497, 'fnr-religion': 0.02538071, 'fpr-race': 0.33774834871292114, 'fnr-race': 0.035558783}
{'epsilon': 0.01, 'lr': 0.001, 'wlr': 0.0001, 'w_reg': 80.0, 'test-acc': 0.9533358, 'test gap-rms-sextuality': 0.071553625, 'test gap-rms-gender-identity': 0.123232625, 'test gap-rms-religion': 0.14296801, 'test gap-rms-race': 0.041987598, 'test bal-acc': 0.83953714, 'fpr': 0.3011810779571533, 'fnr': 0.019744605, 'fpr-sextuality': 0.2361111044883728, 'fnr-sextuality': 0.09375, 'fpr-gender-identity': 0.4682539701461792, 'fnr-gender-identity': 0.019765288, 'fpr-religion': 0.5, 'fnr-religion': 0.015228426, 'fpr-race': 0.3576158881187439, 'fnr-race': 0.020319303}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 0.0001, 'w_reg': 100.0, 'test-acc': 0.90434945, 'test gap-rms-sextuality': 0.0, 'test gap-rms-gender-identity': 0.0, 'test gap-rms-religion': 0.0, 'test gap-rms-race': 0.0, 'test bal-acc': 0.5, 'fpr': 1.0, 'fnr': 0.0, 'fpr-sextuality': 1.0, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 1.0, 'fnr-race': 0.0}
{'epsilon': 0.01, 'lr': 1e-05, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.925783, 'test gap-rms-sextuality': 0.0891158, 'test gap-rms-gender-identity': 0.079893045, 'test gap-rms-religion': 0.10593895, 'test gap-rms-race': 0.03119674, 'test bal-acc': 0.61350757, 'fpr': 0.7726377993822098, 'fnr': 0.00034700535, 'fpr-sextuality': 0.6527777910232544, 'fnr-sextuality': 0.0078125, 'fpr-gender-identity': 0.8809523805975914, 'fnr-gender-identity': 0.0, 'fpr-religion': 0.9200000017881393, 'fnr-religion': 0.0, 'fpr-race': 0.8145695328712463, 'fnr-race': 0.0}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.9515785, 'test gap-rms-sextuality': 0.08271121, 'test gap-rms-gender-identity': 0.10481696, 'test gap-rms-religion': 0.2141574, 'test gap-rms-race': 0.06572433, 'test bal-acc': 0.82022905, 'fpr': 0.34219157695770264, 'fnr': 0.017350268, 'fpr-sextuality': 0.2430555820465088, 'fnr-sextuality': 0.0703125, 'fpr-gender-identity': 0.4841269850730896, 'fnr-gender-identity': 0.010500309, 'fpr-religion': 0.6399999856948853, 'fnr-religion': 0.010152284, 'fpr-race': 0.4304635524749756, 'fnr-race': 0.0137880985}
{'epsilon': 0.1, 'lr': 1e-05, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.90456915, 'test gap-rms-sextuality': 0.00194811, 'test gap-rms-gender-identity': 0.0019361275, 'test gap-rms-religion': 0.0018870423, 'test gap-rms-race': 0.0079012, 'test bal-acc': 0.501295, 'fpr': 0.9973753280937672, 'fnr': 3.4700533e-05, 'fpr-sextuality': 1.0, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 0.9867549668997526, 'fnr-race': 0.0}
{'epsilon': 0.01, 'lr': 0.0001, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.9441725, 'test gap-rms-sextuality': 0.08839282, 'test gap-rms-gender-identity': 0.079919495, 'test gap-rms-religion': 0.1294739, 'test gap-rms-race': 0.023624953, 'test bal-acc': 0.808213, 'fpr': 0.35990816354751587, 'fnr': 0.023665765, 'fpr-sextuality': 0.2569444179534912, 'fnr-sextuality': 0.0859375, 'fpr-gender-identity': 0.4682539701461792, 'fnr-gender-identity': 0.02470661, 'fpr-religion': 0.5399999916553497, 'fnr-religion': 0.02538071, 'fpr-race': 0.38410598039627075, 'fnr-race': 0.044267055}
{'epsilon': 0.01, 'lr': 0.001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.95550114, 'test gap-rms-sextuality': 0.07629445, 'test gap-rms-gender-identity': 0.14301147, 'test gap-rms-religion': 0.15399833, 'test gap-rms-race': 0.058088306, 'test bal-acc': 0.8207842, 'fpr': 0.345800518989563, 'fnr': 0.012630994, 'fpr-sextuality': 0.2569444179534912, 'fnr-sextuality': 0.06640625, 'fpr-gender-identity': 0.539682537317276, 'fnr-gender-identity': 0.011117974, 'fpr-religion': 0.5600000023841858, 'fnr-religion': 0.010152284, 'fpr-race': 0.42384105920791626, 'fnr-race': 0.010159652}
{'epsilon': 0.1, 'lr': 0.0001, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.90434945, 'test gap-rms-sextuality': 0.0, 'test gap-rms-gender-identity': 0.0, 'test gap-rms-religion': 0.0, 'test gap-rms-race': 0.0, 'test bal-acc': 0.5, 'fpr': 1.0, 'fnr': 0.0, 'fpr-sextuality': 1.0, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 1.0, 'fnr-race': 0.0}
{'epsilon': 0.001, 'lr': 1e-05, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.94831485, 'test gap-rms-sextuality': 0.11949111, 'test gap-rms-gender-identity': 0.07672229, 'test gap-rms-religion': 0.11843321, 'test gap-rms-race': 0.0306248, 'test bal-acc': 0.7588678, 'fpr': 0.47539371252059937, 'fnr': 0.0068707056, 'fpr-sextuality': 0.3263888955116272, 'fnr-sextuality': 0.0703125, 'fpr-gender-identity': 0.579365074634552, 'fnr-gender-identity': 0.009882644, 'fpr-religion': 0.6399999856948853, 'fnr-religion': 0.013536379, 'fpr-race': 0.5165562927722931, 'fnr-race': 0.007256894}
{'epsilon': 0.01, 'lr': 0.0001, 'wlr': 0.0001, 'w_reg': 100.0, 'test-acc': 0.9485345, 'test gap-rms-sextuality': 0.031969674, 'test gap-rms-gender-identity': 0.14183033, 'test gap-rms-religion': 0.19607581, 'test gap-rms-race': 0.066709556, 'test bal-acc': 0.816199, 'fpr': 0.3474409580230713, 'fnr': 0.02016101, 'fpr-sextuality': 0.3333333134651184, 'fnr-sextuality': 0.0625, 'fpr-gender-identity': 0.539682537317276, 'fnr-gender-identity': 0.016059296, 'fpr-religion': 0.6200000047683716, 'fnr-religion': 0.010152284, 'fpr-race': 0.4370861053466797, 'fnr-race': 0.018142235}
{'epsilon': 0.001, 'lr': 0.0001, 'wlr': 1e-05, 'w_reg': 80.0, 'test-acc': 0.9444235, 'test gap-rms-sextuality': 0.12398203, 'test gap-rms-gender-identity': 0.016275745, 'test gap-rms-religion': 0.15965453, 'test gap-rms-race': 0.058730017, 'test bal-acc': 0.8002838, 'fpr': 0.3779527544975281, 'fnr': 0.02147963, 'fpr-sextuality': 0.2361111044883728, 'fnr-sextuality': 0.11328125, 'fpr-gender-identity': 0.39682537317276, 'fnr-gender-identity': 0.032736257, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.02538071, 'fpr-race': 0.30463576316833496, 'fnr-race': 0.05079826}
{'epsilon': 0.1, 'lr': 1e-05, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.90582436, 'test gap-rms-sextuality': 0.0018682642, 'test gap-rms-gender-identity': 0.012099957, 'test gap-rms-religion': 0.011793215, 'test gap-rms-race': 0.0023515744, 'test bal-acc': 0.50815004, 'fpr': 0.9835957996547222, 'fnr': 0.0001041016, 'fpr-sextuality': 0.9861111110076308, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 0.9867549668997526, 'fnr-race': 0.0}
{'epsilon': 0.001, 'lr': 0.001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.95637983, 'test gap-rms-sextuality': 0.084623635, 'test gap-rms-gender-identity': 0.1316033, 'test gap-rms-religion': 0.16276276, 'test gap-rms-race': 0.047492716, 'test bal-acc': 0.83564585, 'fpr': 0.3136482834815979, 'fnr': 0.015060032, 'fpr-sextuality': 0.2222222089767456, 'fnr-sextuality': 0.0859375, 'fpr-gender-identity': 0.4920634627342224, 'fnr-gender-identity': 0.013588635, 'fpr-religion': 0.5399999916553497, 'fnr-religion': 0.010152284, 'fpr-race': 0.37748342752456665, 'fnr-race': 0.014513788}
{'epsilon': 0.01, 'lr': 1e-05, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.09602711, 'test gap-rms-sextuality': 0.000819463, 'test gap-rms-gender-identity': 0.0008240761, 'test gap-rms-religion': 0.00080115825, 'test gap-rms-race': 0.0008280146, 'test bal-acc': 0.49976814, 'fpr': 0.0009842514991760254, 'fnr': 0.9994795, 'fpr-sextuality': 0.0, 'fnr-sextuality': 1.0, 'fpr-gender-identity': 0.0, 'fnr-gender-identity': 1.0, 'fpr-religion': 0.0, 'fnr-religion': 1.0, 'fpr-race': 0.0, 'fnr-race': 1.0}
{'epsilon': 0.001, 'lr': 0.0001, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.94156784, 'test gap-rms-sextuality': 0.045029722, 'test gap-rms-gender-identity': 0.106070705, 'test gap-rms-religion': 0.22679327, 'test gap-rms-race': 0.06897083, 'test bal-acc': 0.8403654, 'fpr': 0.2847769260406494, 'fnr': 0.034492332, 'fpr-sextuality': 0.2638888955116272, 'fnr-sextuality': 0.09375, 'fpr-gender-identity': 0.4285714030265808, 'fnr-gender-identity': 0.032736257, 'fpr-religion': 0.5999999940395355, 'fnr-religion': 0.021996615, 'fpr-race': 0.37748342752456665, 'fnr-race': 0.034107402}
{'epsilon': 0.001, 'lr': 0.001, 'wlr': 0.001, 'w_reg': 100.0, 'test-acc': 0.952363, 'test gap-rms-sextuality': 0.05255659, 'test gap-rms-gender-identity': 0.09443996, 'test gap-rms-religion': 0.17237881, 'test gap-rms-race': 0.07208065, 'test bal-acc': 0.821543, 'fpr': 0.3402230739593506, 'fnr': 0.016690956, 'fpr-sextuality': 0.2916666865348816, 'fnr-sextuality': 0.0703125, 'fpr-gender-identity': 0.4682539701461792, 'fnr-gender-identity': 0.015441631, 'fpr-religion': 0.5800000131130219, 'fnr-religion': 0.015228426, 'fpr-race': 0.4370861053466797, 'fnr-race': 0.014513788}
{'epsilon': 0.1, 'lr': 0.001, 'wlr': 1e-05, 'w_reg': 100.0, 'test-acc': 0.90434945, 'test gap-rms-sextuality': 0.0, 'test gap-rms-gender-identity': 0.0, 'test gap-rms-religion': 0.0, 'test gap-rms-race': 0.0, 'test bal-acc': 0.5, 'fpr': 1.0, 'fnr': 0.0, 'fpr-sextuality': 1.0, 'fnr-sextuality': 0.0, 'fpr-gender-identity': 1.0, 'fnr-gender-identity': 0.0, 'fpr-religion': 1.0, 'fnr-religion': 0.0, 'fpr-race': 1.0, 'fnr-race': 0.0}
{'epsilon': 0.001, 'lr': 1e-05, 'wlr': 0.0001, 'w_reg': 100.0, 'test-acc': 0.94775, 'test gap-rms-sextuality': 0.04159903, 'test gap-rms-gender-identity': 0.15811561, 'test gap-rms-religion': 0.18107054, 'test gap-rms-race': 0.07052115, 'test bal-acc': 0.76178277, 'fpr': 0.46817582845687866, 'fnr': 0.008258727, 'fpr-sextuality': 0.4166666865348816, 'fnr-sextuality': 0.03125, 'fpr-gender-identity': 0.6825396716594696, 'fnr-gender-identity': 0.007411983, 'fpr-religion': 0.7199999988079071, 'fnr-religion': 0.0033840947, 'fpr-race': 0.5629138946533203, 'fnr-race': 0.005079826}
{'epsilon': 0.01, 'lr': 0.0001, 'wlr': 0.01, 'w_reg': 100.0, 'test-acc': 0.9463692, 'test gap-rms-sextuality': 0.082292765, 'test gap-rms-gender-identity': 0.14349371, 'test gap-rms-religion': 0.28397176, 'test gap-rms-race': 0.07335129, 'test bal-acc': 0.8160287, 'fpr': 0.3451443314552307, 'fnr': 0.022798251, 'fpr-sextuality': 0.25, 'fnr-sextuality': 0.08203125, 'fpr-gender-identity': 0.539682537317276, 'fnr-gender-identity': 0.021618282, 'fpr-religion': 0.7400000095367432, 'fnr-religion': 0.011844331, 'fpr-race': 0.443708598613739, 'fnr-race': 0.020319303}
